base_date,emd_cd,pop_cnt
2020-08-31,2020-08-31,50110540,216136.0976000005
2020-09-30,2020-09-30,50110540,220084.2650999985
2020-10-31,2020-10-31,50110540,219095.1371000025
2020-11-30,2020-11-30,50110540,212189.5622000006
2020-12-31,2020-12-31,50110540,218060.94109999703
2021-01-31,2021-01-31,50110540,201497.67780000617
2021-02-28,2021-02-28,50110540,183131.04520000517
2021-03-31,2021-03-31,50110540,229957.05189999996
2021-04-30,2021-04-30,50110540,202561.1130000004
2021-05-31,2021-05-31,50110540,238226.09749999517
2021-06-30,2021-06-30,50110540,203937.39559999775
2018-01-31,2018-01-31,50110550,52884.990999999856
2018-02-28,2018-02-28,50110550,43180.197100000034
2018-03-31,2018-03-31,50110550,54990.894099999925
2018-04-30,2018-04-30,50110550,45621.86099999996
2018-05-31,2018-05-31,50110550,55028.47089999987
2018-06-30,2018-06-30,50110550,55994.280100000105
2018-07-31,2018-07-31,50110550,55068.600700000046
2018-08-31,2018-08-31,50110550,57106.908599999995
2018-09-30,2018-09-30,50110550,73335.80010000017
2018-10-31,2018-10-31,50110550,60765.44250000017
2018-11-30,2018-11-30,50110550,58119.00220000008
2018-12-31,2018-12-31,50110550,59306.3457
2019-01-31,2019-01-31,50110550,72173.80929999998
2019-02-28,2019-02-28,50110550,58502.26620000012
2019-03-31,2019-03-31,50110550,69327.71830000005
2019-04-30,2019-04-30,50110550,66302.65440000007
2019-05-31,2019-05-31,50110550,76008.48189999998
2019-06-30,2019-06-30,50110550,78625.13079999997
2019-07-31,2019-07-31,50110550,85762.99050000047
2019-08-31,2019-08-31,50110550,87247.89330000005
2019-09-30,2019-09-30,50110550,64457.90599999997
2019-10-31,2019-10-31,50110550,65477.8507
2019-11-30,2019-11-30,50110550,72290.80040000002
2019-12-31,2019-12-31,50110550,73331.14930000003
2020-01-31,2020-01-31,50110550,59472.1145999999
2020-02-29,2020-02-29,50110550,59949.40799999977
2020-03-31,2020-03-31,50110550,52472.274099999915
2020-04-30,2020-04-30,50110550,60589.16659999984
2020-05-31,2020-05-31,50110550,62854.42539999998
2020-06-30,2020-06-30,50110550,65122.35259999999
2020-07-31,2020-07-31,50110550,70119.8398999999
2020-08-31,2020-08-31,50110550,63016.52269999997
2020-09-30,2020-09-30,50110550,61839.217099999245
2020-10-31,2020-10-31,50110550,62790.520800000115
2020-11-30,2020-11-30,50110550,57276.57499999984
2020-12-31,2020-12-31,50110550,57631.42090000004
2021-01-31,2021-01-31,50110550,54015.92900000045
2021-02-28,2021-02-28,50110550,57021.33680000069
2021-03-31,2021-03-31,50110550,66860.47590000024
2021-04-30,2021-04-30,50110550,59664.84719999974
2021-05-31,2021-05-31,50110550,65047.08210000019
2021-06-30,2021-06-30,50110550,59606.7437000006
2018-01-31,2018-01-31,50110560,67806.03100000008
2018-02-28,2018-02-28,50110560,59072.62759999981
2018-03-31,2018-03-31,50110560,62446.03260000004
2018-04-30,2018-04-30,50110560,71982.69450000017
2018-05-31,2018-05-31,50110560,81552.01749999984
2018-06-30,2018-06-30,50110560,87610.9638999999
2018-07-31,2018-07-31,50110560,78444.4680000002
2018-08-31,2018-08-31,50110560,99277.73279999997
2018-09-30,2018-09-30,50110560,97655.42940000027
2018-10-31,2018-10-31,50110560,88180.49489999999
2018-11-30,2018-11-30,50110560,86387.49100000037
2018-12-31,2018-12-31,50110560,90382.79280000008
2019-01-31,2019-01-31,50110560,91758.06229999996
2019-02-28,2019-02-28,50110560,107223.7531
2019-03-31,2019-03-31,50110560,95583.64110000028
2019-04-30,2019-04-30,50110560,93502.03720000043
2019-05-31,2019-05-31,50110560,105363.1372999997
2019-06-30,2019-06-30,50110560,120903.52939999942
2019-07-31,2019-07-31,50110560,118739.0423000005
2019-08-31,2019-08-31,50110560,110673.90680000014
2019-09-30,2019-09-30,50110560,102988.13580000016
2019-10-31,2019-10-31,50110560,106144.22880000049
2019-11-30,2019-11-30,50110560,110392.38780000032
2019-12-31,2019-12-31,50110560,97438.55089999997
2020-01-31,2020-01-31,50110560,101301.6302000018
2020-02-29,2020-02-29,50110560,93058.52240000115
2020-03-31,2020-03-31,50110560,73508.00029999991
2020-04-30,2020-04-30,50110560,81767.87910000037
2020-05-31,2020-05-31,50110560,87628.60680000027
2020-06-30,2020-06-30,50110560,96773.06569999976
2020-07-31,2020-07-31,50110560,113882.2571000004
2020-08-31,2020-08-31,50110560,104325.80570000043
2020-09-30,2020-09-30,50110560,81436.48040000015
2020-10-31,2020-10-31,50110560,88386.22460000105
2020-11-30,2020-11-30,50110560,79971.70909999973
2020-12-31,2020-12-31,50110560,78998.87640000123
2021-01-31,2021-01-31,50110560,59520.052600001196
2021-02-28,2021-02-28,50110560,66585.55180000179
2021-03-31,2021-03-31,50110560,80089.06880000014
2021-04-30,2021-04-30,50110560,74242.65130000007
2021-05-31,2021-05-31,50110560,79004.86049999906
2021-06-30,2021-06-30,50110560,85066.06230000111
2018-01-31,2018-01-31,50110570,39838.10840000003
2018-02-28,2018-02-28,50110570,35433.06630000001
2018-03-31,2018-03-31,50110570,35546.69700000002
2018-04-30,2018-04-30,50110570,39209.07350000003
2018-05-31,2018-05-31,50110570,37356.98959999995
2018-06-30,2018-06-30,50110570,33332.29379999999
2018-07-31,2018-07-31,50110570,43120.47229999994
2018-08-31,2018-08-31,50110570,37425.360300000066
2018-09-30,2018-09-30,50110570,41079.348400000024
2018-10-31,2018-10-31,50110570,36709.72170000014
2018-11-30,2018-11-30,50110570,32020.1
2018-12-31,2018-12-31,50110570,31472.73549999992
2019-01-31,2019-01-31,50110570,45212.92419999999
2019-02-28,2019-02-28,50110570,37886.052600000025
2019-03-31,2019-03-31,50110570,46727.88000000001
2019-04-30,2019-04-30,50110570,38133.67779999991
2019-05-31,2019-05-31,50110570,45692.219899999836
2019-06-30,2019-06-30,50110570,53121.50980000016
2019-07-31,2019-07-31,50110570,50063.30450000005
2019-08-31,2019-08-31,50110570,52130.82789999998
2019-09-30,2019-09-30,50110570,50274.5622000001
2019-10-31,2019-10-31,50110570,46092.82279999989
2019-11-30,2019-11-30,50110570,55255.47030000005
2019-12-31,2019-12-31,50110570,51392.952200000014
2020-01-31,2020-01-31,50110570,50170.924699999705
2020-02-29,2020-02-29,50110570,48834.73589999971
2020-03-31,2020-03-31,50110570,29404.418399999693
2020-04-30,2020-04-30,50110570,32233.841599999625
2020-05-31,2020-05-31,50110570,38505.10810000002
2020-06-30,2020-06-30,50110570,36994.25830000005
2020-07-31,2020-07-31,50110570,34773.63880000003
2020-08-31,2020-08-31,50110570,34104.25459999983
2020-09-30,2020-09-30,50110570,30306.54350000008
2020-10-31,2020-10-31,50110570,32415.252499999544
2020-11-30,2020-11-30,50110570,30670.353599999948
2020-12-31,2020-12-31,50110570,32189.296899999852
2021-01-31,2021-01-31,50110570,29965.279100000596
2021-02-28,2021-02-28,50110570,30824.08220000042
2021-03-31,2021-03-31,50110570,30327.692599999977
2021-04-30,2021-04-30,50110570,30652.060599999924
2021-05-31,2021-05-31,50110570,34131.45239999973
2021-06-30,2021-06-30,50110570,32326.608900000003
2018-01-31,2018-01-31,50110580,149625.14310000016
2018-02-28,2018-02-28,50110580,161857.01679999975
2018-03-31,2018-03-31,50110580,142523.77469999983
2018-04-30,2018-04-30,50110580,166962.15270000085
2018-05-31,2018-05-31,50110580,174388.05620000084
2018-06-30,2018-06-30,50110580,194042.12020000044
2018-07-31,2018-07-31,50110580,219657.3779000002
2018-08-31,2018-08-31,50110580,255084.22980000087
2018-09-30,2018-09-30,50110580,223945.0987000007
2018-10-31,2018-10-31,50110580,197316.93280000103
2018-11-30,2018-11-30,50110580,172126.22919999924
2018-12-31,2018-12-31,50110580,185979.56820000015
2019-01-31,2019-01-31,50110580,227946.29940000077
2019-02-28,2019-02-28,50110580,238171.5833999987
2019-03-31,2019-03-31,50110580,225982.99500000087
2019-04-30,2019-04-30,50110580,252722.7775000008
2019-05-31,2019-05-31,50110580,309635.36340000055
2019-06-30,2019-06-30,50110580,353738.6862000013
2019-07-31,2019-07-31,50110580,324762.19689999917
2019-08-31,2019-08-31,50110580,334003.3370999995
2019-09-30,2019-09-30,50110580,265488.37739999953
2019-10-31,2019-10-31,50110580,271831.1753999992
2019-11-30,2019-11-30,50110580,261006.70009999964
2019-12-31,2019-12-31,50110580,254847.93499999898
2020-01-31,2020-01-31,50110580,262932.7680000092
2020-02-29,2020-02-29,50110580,129832.89390000132
2020-03-31,2020-03-31,50110580,109429.47260000296
2020-04-30,2020-04-30,50110580,120123.7726000005
2020-05-31,2020-05-31,50110580,159612.9494000008
2020-06-30,2020-06-30,50110580,203821.2417000001
2020-07-31,2020-07-31,50110580,285229.4870000001
2020-08-31,2020-08-31,50110580,259260.29800000013
2020-09-30,2020-09-30,50110580,161896.69080000086
2020-10-31,2020-10-31,50110580,185327.66050000346
2020-11-30,2020-11-30,50110580,128251.58680000015
2020-12-31,2020-12-31,50110580,106195.57620000181
2021-01-31,2021-01-31,50110580,88173.55510000138
2021-02-28,2021-02-28,50110580,112268.43620000096
2021-03-31,2021-03-31,50110580,113846.7050999996
2021-04-30,2021-04-30,50110580,124859.84669999982
2021-05-31,2021-05-31,50110580,142354.30509999985
2021-06-30,2021-06-30,50110580,162056.0080000007
2018-01-31,2018-01-31,50110590,132210.7596000003
2018-02-28,2018-02-28,50110590,110256.50179999997
2018-03-31,2018-03-31,50110590,126286.01430000033
2018-04-30,2018-04-30,50110590,161128.00460000054
2018-05-31,2018-05-31,50110590,135308.2614000001
2018-06-30,2018-06-30,50110590,156514.08609999975
2018-07-31,2018-07-31,50110590,177480.19470000014
2018-08-31,2018-08-31,50110590,168527.49270000012
2018-09-30,2018-09-30,50110590,210319.3944999998
2018-10-31,2018-10-31,50110590,150495.30810000014
2018-11-30,2018-11-30,50110590,160436.00029999905
2018-12-31,2018-12-31,50110590,164054.77130000017
2019-01-31,2019-01-31,50110590,175572.33269999997
2019-02-28,2019-02-28,50110590,163244.5104000005
2019-03-31,2019-03-31,50110590,214085.21910000005
2019-04-30,2019-04-30,50110590,161316.62000000023
2019-05-31,2019-05-31,50110590,186379.035500001
2019-06-30,2019-06-30,50110590,177703.1091000002
2019-07-31,2019-07-31,50110590,205842.19579999943
2019-08-31,2019-08-31,50110590,234873.00250000058
2019-09-30,2019-09-30,50110590,218430.80140000003
2019-10-31,2019-10-31,50110590,204594.4159000005
2019-11-30,2019-11-30,50110590,234758.7463000003
2019-12-31,2019-12-31,50110590,293002.40810000076
2020-01-31,2020-01-31,50110590,203853.1370000057
2020-02-29,2020-02-29,50110590,172804.46900000417
2020-03-31,2020-03-31,50110590,183510.17600000818
2020-04-30,2020-04-30,50110590,150007.52650000353
2020-05-31,2020-05-31,50110590,169099.21639999992
2020-06-30,2020-06-30,50110590,212064.2967000001
2020-07-31,2020-07-31,50110590,214155.78269999998
2020-08-31,2020-08-31,50110590,196570.7829000011
2020-09-30,2020-09-30,50110590,140400.68910000304
2020-10-31,2020-10-31,50110590,164257.3890999998
2020-11-30,2020-11-30,50110590,224856.49109999905
2020-12-31,2020-12-31,50110590,184189.4759999999
2021-01-31,2021-01-31,50110590,187566.420100004
2021-02-28,2021-02-28,50110590,131104.00959999984
2021-03-31,2021-03-31,50110590,141642.7653000002
2021-04-30,2021-04-30,50110590,142047.62009999985
2021-05-31,2021-05-31,50110590,165596.10299999735
2021-06-30,2021-06-30,50110590,167607.31309999852
2018-01-31,2018-01-31,50110600,52634.48980000011
2018-02-28,2018-02-28,50110600,59151.21220000004
2018-03-31,2018-03-31,50110600,65994.19400000015
2018-04-30,2018-04-30,50110600,48766.739399999846
2018-05-31,2018-05-31,50110600,46068.352299999824
2018-06-30,2018-06-30,50110600,67194.40860000016
2018-07-31,2018-07-31,50110600,69399.44489999983
2018-08-31,2018-08-31,50110600,73117.77610000088
2018-09-30,2018-09-30,50110600,60981.71350000001
2018-10-31,2018-10-31,50110600,76410.69560000022
2018-11-30,2018-11-30,50110600,79629.5311
2018-12-31,2018-12-31,50110600,62882.14159999985
2019-01-31,2019-01-31,50110600,81601.78519999987
2019-02-28,2019-02-28,50110600,77170.98120000018
2019-03-31,2019-03-31,50110600,82876.19970000038
2019-04-30,2019-04-30,50110600,95555.0093999999
2019-05-31,2019-05-31,50110600,106183.54519999983
2019-06-30,2019-06-30,50110600,106111.24229999949
2019-07-31,2019-07-31,50110600,97820.6775
2019-08-31,2019-08-31,50110600,113886.7093999997
2019-09-30,2019-09-30,50110600,91916.5127
2019-10-31,2019-10-31,50110600,103406.5094000001
2019-11-30,2019-11-30,50110600,101058.27749999978
2019-12-31,2019-12-31,50110600,118946.05089999997
2020-01-31,2020-01-31,50110600,123116.02790000278
2020-02-29,2020-02-29,50110600,108502.75040000072
2020-03-31,2020-03-31,50110600,106206.51530000255
2020-04-30,2020-04-30,50110600,84201.75880000097
2020-05-31,2020-05-31,50110600,81375.54679999975
2020-06-30,2020-06-30,50110600,78683.36319999986
2020-07-31,2020-07-31,50110600,86948.86899999988
2020-08-31,2020-08-31,50110600,86734.42129999999
2020-09-30,2020-09-30,50110600,84173.93269999808
2020-10-31,2020-10-31,50110600,88510.31479999833
2020-11-30,2020-11-30,50110600,77344.53699999975
2020-12-31,2020-12-31,50110600,83475.83379999935
2021-01-31,2021-01-31,50110600,91591.1066999998
2021-02-28,2021-02-28,50110600,78938.7294000019
2021-03-31,2021-03-31,50110600,79397.50330000024
2021-04-30,2021-04-30,50110600,82946.79139999984
2021-05-31,2021-05-31,50110600,86477.14560000006
2021-06-30,2021-06-30,50110600,79065.11709999968
2018-01-31,2018-01-31,50110610,52929.0324000001
2018-02-28,2018-02-28,50110610,36568.06920000002
2018-03-31,2018-03-31,50110610,48765.578700000035
2018-04-30,2018-04-30,50110610,56104.30110000004
2018-05-31,2018-05-31,50110610,51848.30629999985
2018-06-30,2018-06-30,50110610,47259.3437
2018-07-31,2018-07-31,50110610,52554.98019999993
2018-08-31,2018-08-31,50110610,57281.1522000002
2018-09-30,2018-09-30,50110610,42601.019600000145
2018-10-31,2018-10-31,50110610,43637.93040000007
2018-11-30,2018-11-30,50110610,45395.04150000021
2018-12-31,2018-12-31,50110610,44475.7805000001
2019-01-31,2019-01-31,50110610,58062.24080000001
2019-02-28,2019-02-28,50110610,41265.40580000014
2019-03-31,2019-03-31,50110610,45725.542299999965
2019-04-30,2019-04-30,50110610,48037.52119999989
2019-05-31,2019-05-31,50110610,54534.3718
2019-06-30,2019-06-30,50110610,39525.88319999985
2019-07-31,2019-07-31,50110610,48748.447200000184
2019-08-31,2019-08-31,50110610,54112.8722000003
2019-09-30,2019-09-30,50110610,36227.09170000005
2019-10-31,2019-10-31,50110610,52358.54080000008
2019-11-30,2019-11-30,50110610,26873.59510000005
2019-12-31,2019-12-31,50110610,35167.3622
2020-01-31,2020-01-31,50110610,37069.17570000032
2020-02-29,2020-02-29,50110610,48762.34629999999
2020-03-31,2020-03-31,50110610,45258.07890000064
2020-04-30,2020-04-30,50110610,39109.45969999993
2020-05-31,2020-05-31,50110610,35597.49540000007
2020-06-30,2020-06-30,50110610,28156.875200000068
2020-07-31,2020-07-31,50110610,49277.574599999985
2020-08-31,2020-08-31,50110610,52461.10320000008
2020-09-30,2020-09-30,50110610,42330.26279999927
2020-10-31,2020-10-31,50110610,39573.49979999909
2020-11-30,2020-11-30,50110610,37090.54119999995
2020-12-31,2020-12-31,50110610,33901.87969999988
2021-01-31,2021-01-31,50110610,34544.38929999998
2021-02-28,2021-02-28,50110610,39282.9832000009
2021-03-31,2021-03-31,50110610,47319.72269999995
2021-04-30,2021-04-30,50110610,38461.73029999991
2021-05-31,2021-05-31,50110610,39139.23619999968
2021-06-30,2021-06-30,50110610,49175.91720000046
2018-01-31,2018-01-31,50110620,109006.19699999967
2018-02-28,2018-02-28,50110620,77626.20629999986
2018-03-31,2018-03-31,50110620,84364.36189999965
2018-04-30,2018-04-30,50110620,66239.50729999995
2018-05-31,2018-05-31,50110620,57599.38449999998
2018-06-30,2018-06-30,50110620,59147.13680000014
2018-07-31,2018-07-31,50110620,84671.07750000076
2018-08-31,2018-08-31,50110620,103098.12310000008
2018-09-30,2018-09-30,50110620,92804.58740000034
2018-10-31,2018-10-31,50110620,66594.25740000003
2018-11-30,2018-11-30,50110620,78926.60880000016
2018-12-31,2018-12-31,50110620,88899.70500000007
2019-01-31,2019-01-31,50110620,122252.11780000095
2019-02-28,2019-02-28,50110620,96404.70400000026
2019-03-31,2019-03-31,50110620,127894.54300000024
2019-04-30,2019-04-30,50110620,86262.19029999967
2019-05-31,2019-05-31,50110620,73076.75959999993
2019-06-30,2019-06-30,50110620,87439.82469999987
2019-07-31,2019-07-31,50110620,88455.82140000009
2019-08-31,2019-08-31,50110620,164821.16779999994
2019-09-30,2019-09-30,50110620,90221.49620000001
2019-10-31,2019-10-31,50110620,85552.73480000091
2019-11-30,2019-11-30,50110620,105149.02690000027
2019-12-31,2019-12-31,50110620,109657.52799999947
2020-01-31,2020-01-31,50110620,97153.33740000277
2020-02-29,2020-02-29,50110620,100008.70810000409
2020-03-31,2020-03-31,50110620,125808.93030000386
2020-04-30,2020-04-30,50110620,81691.67530000275
2020-05-31,2020-05-31,50110620,69132.56730000001
2020-06-30,2020-06-30,50110620,79382.98540000041
2020-07-31,2020-07-31,50110620,91105.88130000021
2020-08-31,2020-08-31,50110620,134819.55620000057
2020-09-30,2020-09-30,50110620,69720.87420000047
2020-10-31,2020-10-31,50110620,67836.03360000027
2020-11-30,2020-11-30,50110620,71660.94799999981
2020-12-31,2020-12-31,50110620,103726.81150000084
2021-01-31,2021-01-31,50110620,77445.23289999914
2021-02-28,2021-02-28,50110620,67548.12950000097
2021-03-31,2021-03-31,50110620,97200.60819999987
2021-04-30,2021-04-30,50110620,75723.2994999998
2021-05-31,2021-05-31,50110620,67180.75239999946
2021-06-30,2021-06-30,50110620,58281.54069999905
2018-01-31,2018-01-31,50110630,188869.33179999987
2018-02-28,2018-02-28,50110630,150087.6827
2018-03-31,2018-03-31,50110630,313652.4587000031
2018-04-30,2018-04-30,50110630,234184.9217999991
2018-05-31,2018-05-31,50110630,227723.14730000112
2018-06-30,2018-06-30,50110630,245117.88429999969
2018-07-31,2018-07-31,50110630,209520.17300000004
2018-08-31,2018-08-31,50110630,210180.56840000016
2018-09-30,2018-09-30,50110630,254540.97850000014
2018-10-31,2018-10-31,50110630,226399.21140000032
2018-11-30,2018-11-30,50110630,208042.14730000024
2018-12-31,2018-12-31,50110630,208632.4682999993
2019-01-31,2019-01-31,50110630,203305.44390000045
2019-02-28,2019-02-28,50110630,176692.8384000003
2019-03-31,2019-03-31,50110630,312059.7727000009
2019-04-30,2019-04-30,50110630,292091.64290000085
2019-05-31,2019-05-31,50110630,259072.37980000078
2019-06-30,2019-06-30,50110630,253572.81879999978
2019-07-31,2019-07-31,50110630,234290.14099999866
2019-08-31,2019-08-31,50110630,245949.97629999963
2019-09-30,2019-09-30,50110630,257164.62430000064
2019-10-31,2019-10-31,50110630,234505.30700000018
2019-11-30,2019-11-30,50110630,242069.45999999996
2019-12-31,2019-12-31,50110630,255480.9624000008
2020-01-31,2020-01-31,50110630,200521.77740000832
2020-02-29,2020-02-29,50110630,252254.19620001104
2020-03-31,2020-03-31,50110630,234639.7711000085
2020-04-30,2020-04-30,50110630,264439.0647000131
2020-05-31,2020-05-31,50110630,199138.07780000014
2020-06-30,2020-06-30,50110630,188309.00879999844
2020-07-31,2020-07-31,50110630,189297.27969999908
2020-08-31,2020-08-31,50110630,194295.37910000025
2020-09-30,2020-09-30,50110630,173751.89899999966
2020-10-31,2020-10-31,50110630,270165.77329999785
2020-11-30,2020-11-30,50110630,237079.05889999837
2020-12-31,2020-12-31,50110630,205265.929700002
2021-01-31,2021-01-31,50110630,181716.4794000039
2021-02-28,2021-02-28,50110630,171493.0371000021
2021-03-31,2021-03-31,50110630,263017.5232999996
2021-04-30,2021-04-30,50110630,217427.88680000065
2021-05-31,2021-05-31,50110630,175649.3578000005
2021-06-30,2021-06-30,50110630,187892.33950000102
2018-01-31,2018-01-31,50110640,156502.4655000002
2018-02-28,2018-02-28,50110640,123070.76760000046
2018-03-31,2018-03-31,50110640,128927.31100000029
2018-04-30,2018-04-30,50110640,121078.34480000015
2018-05-31,2018-05-31,50110640,119408.6075999997
2018-06-30,2018-06-30,50110640,122454.53159999933
2018-07-31,2018-07-31,50110640,166255.45760000043
2018-08-31,2018-08-31,50110640,156265.69809999972
2018-09-30,2018-09-30,50110640,145615.9810999998
2018-10-31,2018-10-31,50110640,130634.87169999996
2018-11-30,2018-11-30,50110640,138396.08189999976
2018-12-31,2018-12-31,50110640,159311.9487999994
2019-01-31,2019-01-31,50110640,211525.48040000073
2019-02-28,2019-02-28,50110640,159330.84300000026
2019-03-31,2019-03-31,50110640,207181.43310000078
2019-04-30,2019-04-30,50110640,161679.3823000007
2019-05-31,2019-05-31,50110640,168119.4102000004
2019-06-30,2019-06-30,50110640,164454.875
2019-07-31,2019-07-31,50110640,195203.88060000082
2019-08-31,2019-08-31,50110640,190007.42370000033
2019-09-30,2019-09-30,50110640,149453.62230000034
2019-10-31,2019-10-31,50110640,168765.46250000023
2019-11-30,2019-11-30,50110640,158626.17450000116
2019-12-31,2019-12-31,50110640,190723.00420000055
2020-01-31,2020-01-31,50110640,159049.0104000047
2020-02-29,2020-02-29,50110640,143706.685700004
2020-03-31,2020-03-31,50110640,129295.22320000117
2020-04-30,2020-04-30,50110640,141012.13070000216
2020-05-31,2020-05-31,50110640,126854.14399999971
2020-06-30,2020-06-30,50110640,131770.21989999907
2020-07-31,2020-07-31,50110640,143850.75880000045
2020-08-31,2020-08-31,50110640,127930.3161999998
2020-09-30,2020-09-30,50110640,118117.14360000177
2020-10-31,2020-10-31,50110640,142042.92040000082
2020-11-30,2020-11-30,50110640,123298.0098000001
2020-12-31,2020-12-31,50110640,133255.18620000037
2021-01-31,2021-01-31,50110640,121759.98669999992
2021-02-28,2021-02-28,50110640,115272.03070000024
2021-03-31,2021-03-31,50110640,127261.75569999967
2021-04-30,2021-04-30,50110640,128433.42089999962
2021-05-31,2021-05-31,50110640,127526.30140000023
2021-06-30,2021-06-30,50110640,146785.42649999977
2018-01-31,2018-01-31,50110650,791122.6458999988
2018-02-28,2018-02-28,50110650,644780.7117000015
2018-03-31,2018-03-31,50110650,744506.4330999999
2018-04-30,2018-04-30,50110650,740893.0825999968
2018-05-31,2018-05-31,50110650,790844.4486000016
2018-06-30,2018-06-30,50110650,785677.365700001
2018-07-31,2018-07-31,50110650,870137.2623999983
2018-08-31,2018-08-31,50110650,844540.1253999991
2018-09-30,2018-09-30,50110650,772770.7047000008
2018-10-31,2018-10-31,50110650,769552.6413999954
2018-11-30,2018-11-30,50110650,689960.4835999976
2018-12-31,2018-12-31,50110650,754357.7236000024
2019-01-31,2019-01-31,50110650,892088.0469999979
2019-02-28,2019-02-28,50110650,760932.5918999952
2019-03-31,2019-03-31,50110650,910547.4112000029
2019-04-30,2019-04-30,50110650,828491.7760000023
2019-05-31,2019-05-31,50110650,924956.3927999936
2019-06-30,2019-06-30,50110650,1006150.6449000016
2019-07-31,2019-07-31,50110650,1123393.4251999962
2019-08-31,2019-08-31,50110650,1075016.4868000033
2019-09-30,2019-09-30,50110650,839170.5115999993
